Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12,Var13,Var14,Var15,Var16,Var17,Var18,Var19,Var20,Var21,Var22,Var23,Var24,Var25,Var26,Var27,Var28,Var29,Var30,Var31,Var32,Var33,Var34,Var35,Var36,Var37,Var38,Var39,Var40,Var41,Var42,Var43,Var44,Var45,Var46,Var47,Var48,Var49,Var50,Var51,Var52,Var53,Var54,Var55,Var56,Var57,Var58,Var59,Var60,Var61,Var62,Var63,Var64,Var65,Var66,Var67,Var68,Var69,Var70,Var71
8,24,1.17,150.75,155.34375,4.59375,0.9966158955,"0",NaN,8,24,1.08,150.78125,155.34375,4.5625,0.9932202608,0,NaN,8,24,1.02,150.78125,155.34375,4.5625,0.9865765725,"0",NaN,8,24,1.14,NaN,NaN,0,,"",NaN,8,24,1.11,150.84375,155.3125,4.46875,0.9896727008,"0",NaN,8,24,1.11,NaN,NaN,0,,"",NaN,8,24,1.11,150.875,155.3125,4.4375,0.9862062359,"0",NaN,8,24,1.11,150.875,155.28125,4.40625,0.9964726521,"0"
8.5,25.5,1.14,NaN,NaN,0,,"",NaN,8.5,25.5,1.05,NaN,NaN,0,NaN,NaN,NaN,8.5,25.5,0.99,NaN,NaN,0,,"",NaN,8.5,25.5,1.11,NaN,NaN,0,,"",NaN,8.5,25.5,1.08,NaN,NaN,0,,"",NaN,8.5,25.5,1.08,NaN,NaN,0,,"",NaN,8.5,25.5,1.08,NaN,NaN,0,,"",NaN,8.5,25.5,1.08,NaN,NaN,0,,""
9,27,1.11,150.75,155.34375,4.59375,0.9966158955,"0",NaN,9,27,1.02,150.78125,155.34375,4.5625,0.9932202608,0,NaN,9,27,0.96,150.78125,155.34375,4.5625,0.9865765725,"0",NaN,9,27,1.08,150.8125,155.34375,4.53125,0.9931739816,"0",NaN,9,27,1.05,NaN,NaN,0,,"",NaN,9,27,1.05,150.875,155.28125,4.40625,0.9929823694,"0",NaN,9,27,1.05,150.875,155.3125,4.4375,0.9862062359,"0",NaN,9,27,1.05,NaN,NaN,0,,""
9.5,28.5,1.08,NaN,NaN,0,,"",NaN,9.5,28.5,0.99,NaN,NaN,0,NaN,NaN,NaN,9.5,28.5,0.93,NaN,NaN,0,,"",NaN,9.5,28.5,1.05,NaN,NaN,0,,"",NaN,9.5,28.5,1.02,NaN,NaN,0,,"",NaN,9.5,28.5,1.02,NaN,NaN,0,,"",NaN,9.5,28.5,1.02,NaN,NaN,0,,"",NaN,9.5,28.5,1.02,NaN,NaN,0,,""
10,30,1.05,150.75,155.34375,4.59375,0.9966158955,"0",NaN,10,30,0.96,150.8125,155.34375,4.53125,0.9898129771,0,NaN,10,30,0.9,150.78125,155.34375,4.5625,0.9865765725,"0",NaN,10,30,1.02,NaN,NaN,0,,"",NaN,10,30,0.99,150.84375,155.3125,4.46875,0.9896727008,"0",NaN,10,30,0.99,NaN,NaN,0,,"",NaN,10,30,0.99,150.875,155.3125,4.4375,0.9862062359,"0",NaN,10,30,0.99,150.875,155.28125,4.40625,0.9964726521,"0"
10.5,31.5,1.02,NaN,NaN,0,,"",NaN,10.5,31.5,0.93,NaN,NaN,0,NaN,NaN,NaN,10.5,31.5,0.87,NaN,NaN,0,,"",NaN,10.5,31.5,0.99,NaN,NaN,0,,"",NaN,10.5,31.5,0.96,NaN,NaN,0,,"",NaN,10.5,31.5,0.96,NaN,NaN,0,,"",NaN,10.5,31.5,0.96,NaN,NaN,0,,"",NaN,10.5,31.5,0.96,NaN,NaN,0,,""
11,33,0.99,150.78125,155.34375,4.5625,0.9932202608,"0",NaN,11,33,0.9,150.8125,155.34375,4.53125,0.9898129771,0,NaN,11,33,0.84,150.78125,155.34375,4.5625,0.9865765725,"0",NaN,11,33,0.96,150.8125,155.34375,4.53125,0.9931739816,"0",NaN,11,33,0.93,150.84375,155.28125,4.4375,0.9862062359,"0",NaN,11,33,0.93,150.875,155.28125,4.40625,0.9929823694,"0",NaN,11,33,0.93,150.875,155.3125,4.4375,0.9862062359,"0",NaN,11,33,0.93,NaN,NaN,0,,""
11.5,34.5,0.96,NaN,NaN,0,,"",NaN,11.5,34.5,0.87,NaN,NaN,0,NaN,NaN,NaN,11.5,34.5,0.81,NaN,NaN,0,,"",NaN,11.5,34.5,0.93,NaN,NaN,0,,"",NaN,11.5,34.5,0.9,NaN,NaN,0,,"",NaN,11.5,34.5,0.9,NaN,NaN,0,,"",NaN,11.5,34.5,0.9,NaN,NaN,0,,"",NaN,11.5,34.5,0.9,NaN,NaN,0,,""
12,36,0.93,150.78125,155.34375,4.5625,0.9932202608,"0",NaN,12,36,0.84,150.8125,155.34375,4.53125,0.9898129771,0,NaN,12,36,0.78,150.78125,155.34375,4.5625,0.9865765725,"0",NaN,12,36,0.9,NaN,NaN,0,,"",NaN,12,36,0.87,150.84375,155.28125,4.4375,0.9862062359,"0",NaN,12,36,0.87,NaN,NaN,0,,"",NaN,12,36,0.87,150.875,155.3125,4.4375,0.9862062359,"0",NaN,12,36,0.87,150.90625,155.28125,4.375,0.9929327736,"0"
12.5,37.5,0.9,NaN,NaN,0,,"",NaN,12.5,37.5,0.81,NaN,NaN,0,NaN,NaN,NaN,12.5,37.5,0.75,NaN,NaN,0,,"",NaN,12.5,37.5,0.87,NaN,NaN,0,,"",NaN,12.5,37.5,0.84,NaN,NaN,0,,"",NaN,12.5,37.5,0.84,NaN,NaN,0,,"",NaN,12.5,37.5,0.84,NaN,NaN,0,,"",NaN,12.5,37.5,0.84,NaN,NaN,0,,""
13,39,0.87,150.78125,155.34375,4.5625,0.9932202608,"0",NaN,13,39,0.78,150.8125,155.34375,4.53125,0.9898129771,0,NaN,13,39,0.72,150.78125,155.34375,4.5625,0.9865765725,"0",NaN,13,39,0.84,150.8125,155.34375,4.53125,0.9931739816,"0",NaN,13,39,0.81,150.84375,155.28125,4.4375,0.9862062359,"0",NaN,13,39,0.81,150.875,155.28125,4.40625,0.9929823694,"0",NaN,13,39,0.81,150.875,155.28125,4.40625,0.9827275435,"0",NaN,13,39,0.81,NaN,NaN,0,,""
13.5,40.5,0.84,NaN,NaN,0,,"",NaN,13.5,40.5,0.75,NaN,NaN,0,NaN,NaN,NaN,13.5,40.5,0.69,NaN,NaN,0,,"",NaN,13.5,40.5,0.81,NaN,NaN,0,,"",NaN,13.5,40.5,0.78,NaN,NaN,0,,"",NaN,13.5,40.5,0.78,NaN,NaN,0,,"",NaN,13.5,40.5,0.78,NaN,NaN,0,,"",NaN,13.5,40.5,0.78,NaN,NaN,0,,""
14,42,0.81,150.78125,155.34375,4.5625,0.9932202608,"0",NaN,14,42,0.72,150.8125,155.34375,4.53125,0.9898129771,0,NaN,14,42,0.66,150.78125,155.34375,4.5625,0.9865765725,"0",NaN,14,42,0.78,150.8125,155.34375,4.53125,0.9931739816,"0",NaN,14,42,0.75,150.84375,155.28125,4.4375,0.9862062359,"0",NaN,14,42,0.75,NaN,NaN,0,,"",NaN,14,42,0.75,150.875,155.28125,4.40625,0.9827275435,"0",NaN,14,42,0.75,150.90625,155.28125,4.375,0.9929327736,"0"
14.5,43.5,0.78,NaN,NaN,0,,"",NaN,14.5,43.5,0.69,NaN,NaN,0,NaN,NaN,NaN,14.5,43.5,0.63,150.8125,155.3125,4.5,0.9797958971,"0.003209379896",NaN,14.5,43.5,0.75,NaN,NaN,0,,"",NaN,14.5,43.5,0.72,150.84375,155.28125,4.4375,0.9862062359,"0",NaN,14.5,43.5,0.72,NaN,NaN,0,,"",NaN,14.5,43.5,0.72,150.875,155.28125,4.40625,0.9827275435,"0",NaN,14.5,43.5,0.72,NaN,NaN,0,,""
15,45,0.75,150.78125,155.34375,4.5625,0.9932202608,"0",NaN,15,45,0.66,150.8125,155.34375,4.53125,0.9898129771,0,NaN,15,45,0.6,150.875,155.21875,4.34375,0.9626352719,"0.005321163884",NaN,15,45,0.72,150.8125,155.3125,4.5,0.9897433186,"0",NaN,15,45,0.69,150.875,155.3125,4.4375,0.9862062359,"0",NaN,15,45,0.69,150.875,155.28125,4.40625,0.9929823694,"0",NaN,15,45,0.69,150.875,155.28125,4.40625,0.9827275435,"0",NaN,15,45,0.69,150.9375,155.25,4.3125,0.9858148842,"0"
15.5,46.5,0.72,NaN,NaN,0,,"",NaN,15.5,46.5,0.63,NaN,NaN,0,NaN,NaN,NaN,15.5,46.5,0.57,151,155.09375,4.09375,0.9345230513,"0.008092945845",NaN,15.5,46.5,0.69,NaN,NaN,0,,"",NaN,15.5,46.5,0.66,150.875,155.28125,4.40625,0.9827275435,"0",NaN,15.5,46.5,0.66,150.90625,155.25,4.34375,0.9859147894,"0",NaN,15.5,46.5,0.66,150.90625,155.25,4.34375,0.9757329525,"0.00366583905",NaN,15.5,46.5,0.66,150.9375,155.21875,4.28125,0.982236597,"0"
16,48,0.69,150.78125,155.34375,4.5625,0.9932202608,"0",NaN,16,48,0.6,150.8125,155.34375,4.53125,0.9898129771,0,NaN,16,48,0.54,151.1875,154.9375,3.75,0.894427191,"0.01045029282",NaN,16,48,0.66,150.8125,155.28125,4.46875,0.9863007227,"0",NaN,16,48,0.63,150.90625,155.21875,4.3125,0.9722167862,"0.003506076646",NaN,16,48,0.63,150.9375,155.21875,4.28125,0.978796178,"0.003173699731",NaN,16,48,0.63,150.96875,155.1875,4.21875,0.9615911471,"0.004835899521",NaN,16,48,0.63,151,155.1875,4.1875,0.9714226536,"0.003794442198"
16.5,49.5,0.66,NaN,NaN,0,,"",NaN,16.5,49.5,0.57,150.8125,155.3125,4.5,0.9863939238,0,NaN,16.5,49.5,0.51,151.3125,154.8125,3.5,0.8640987598,"0.01230531465",NaN,16.5,49.5,0.63,150.875,155.25,4.375,0.9759000729,"0.003839054375",NaN,16.5,49.5,0.6,150.9375,155.1875,4.25,0.9651460249,"0.005104941269",NaN,16.5,49.5,0.6,151,155.15625,4.15625,0.9644013325,"0.00450338458",NaN,16.5,49.5,0.6,151,155.125,4.125,0.9508467747,"0.005845616294",NaN,16.5,49.5,0.6,151.03125,155.125,4.09375,0.9604869657,"0.004904339337"
17,51,0.63,150.78125,155.34375,4.5625,0.9932202608,"0",NaN,17,51,0.54,150.875,155.25,4.375,0.9725975252,0.00388028773,NaN,17,51,0.48,151.46875,154.625,3.15625,0.8205689083,"0.01334013406",NaN,17,51,0.6,150.96875,155.15625,4.1875,0.954758936,"0.005794283442",NaN,17,51,0.57,151.09375,155.09375,4,0.9363291776,"0.006880676085",NaN,17,51,0.57,151.0625,155.09375,4.03125,0.9497883459,"0.005987009683",NaN,17,51,0.57,151.0625,155.0625,4,0.9363291776,"0.006880676085",NaN,17,51,0.57,151.09375,155.0625,3.96875,0.9457093619,"0.005874617413"
17.5,52.5,0.6,NaN,NaN,0,,"",NaN,17.5,52.5,0.51,151,155.125,4.125,0.9444002816,0.006579084225,NaN,17.5,52.5,0.45,151.53125,154.5625,3.03125,0.8041558721,"0.0129134169",NaN,17.5,52.5,0.57,151.0625,155.0625,4,0.9331389496,"0.00778869416",NaN,17.5,52.5,0.54,151.125,155,3.875,0.9215829146,"0.008041975692",NaN,17.5,52.5,0.54,151.15625,155,3.84375,0.927437254,"0.007273429973",NaN,17.5,52.5,0.54,151.125,155,3.875,0.9215829146,"0.007748198262",NaN,17.5,52.5,0.54,151.15625,155.03125,3.875,0.9344728121,"0.006683245605"
18,54,0.57,150.8125,155.3125,4.5,0.9863939238,"0",NaN,18,54,0.48,151.1875,154.9375,3.75,0.9004503378,0.009335957237,NaN,18,54,0.42,151.53125,154.5625,3.03125,0.8041558721,"0.01164594748",NaN,18,54,0.54,151.1875,154.9375,3.75,0.9035079029,"0.009489745651",NaN,18,54,0.51,151.21875,154.90625,3.6875,0.8990101101,"0.008880519205",NaN,18,54,0.51,151.21875,154.9375,3.71875,0.9122323345,"0.008036351898",NaN,18,54,0.51,151.1875,154.9375,3.75,0.9065968278,"0.008314655328",NaN,18,54,0.51,151.21875,154.96875,3.75,0.9192771196,"0.007213030883"
18.5,55.5,0.54,150.90625,155.21875,4.3125,0.96562541,"0.005997963249",NaN,18.5,55.5,0.45,151.375,154.75,3.375,0.8542421962,0.01148511258,NaN,18.5,55.5,0.39,151.46875,154.625,3.15625,0.8205689083,"0.009491277673",NaN,18.5,55.5,0.51,151.28125,154.84375,3.5625,0.8806305719,"0.01059221557",NaN,18.5,55.5,0.48,151.28125,154.875,3.59375,0.887508441,"0.009252321594",NaN,18.5,55.5,0.48,151.28125,154.875,3.59375,0.8967696495,"0.008504524193",NaN,18.5,55.5,0.48,151.25,154.90625,3.65625,0.8951926402,"0.008605166054",NaN,18.5,55.5,0.48,151.25,154.9375,3.6875,0.9115842887,"0.007598240902"
19,57,0.51,151.1875,154.9375,3.75,0.9004503378,"0.01056463922",NaN,19,57,0.42,151.5625,154.5625,3,0.8053872663,0.01269208194,NaN,19,57,0.36,151.3125,154.78125,3.46875,0.8602325267,"0.006924569894",NaN,19,57,0.48,151.375,154.75,3.375,0.8571428571,"0.01097156141",NaN,19,57,0.45,151.34375,154.8125,3.46875,0.8719369086,"0.009499626015",NaN,19,57,0.45,151.3125,154.8125,3.5,0.8849953577,"0.008584823235",NaN,19,57,0.45,151.3125,154.875,3.5625,0.8836412834,"0.00866479657",NaN,19,57,0.45,151.3125,154.875,3.5625,0.896000503,"0.007885670736"
19.5,58.5,0.48,151.4375,154.65625,3.21875,0.8342337478,"0.01413618686",NaN,19.5,58.5,0.39,151.6875,154.4375,2.75,0.771099601,0.01214739963,NaN,19.5,58.5,0.33,151.15625,154.9375,3.78125,0.898146239,"0.004575274884",NaN,19.5,58.5,0.45,151.40625,154.71875,3.3125,0.8491692619,"0.01072199964",NaN,19.5,58.5,0.42,151.375,154.75,3.375,0.8600732686,"0.009396823835",NaN,19.5,58.5,0.42,151.375,154.8125,3.4375,0.8770580193,"0.008341777749",NaN,19.5,58.5,0.42,151.3125,154.8125,3.5,0.8758557459,"0.008408426636",NaN,19.5,58.5,0.42,151.34375,154.84375,3.5,0.8881060716,"0.007811179968"
20,60,0.45,151.8125,154.4375,2.625,0.7533708035,"0.01550005367",NaN,20,60,0.36,151.625,154.5,2.875,0.7884298457,0.01029245573,NaN,20,60,0.3,151,155.09375,4.09375,0.9345230513,"0.002645388033",NaN,20,60,0.42,151.4375,154.6875,3.25,0.8411200825,"0.01020194914",NaN,20,60,0.39,151.40625,154.71875,3.3125,0.8520724132,"0.008716276219",NaN,20,60,0.39,151.375,154.78125,3.40625,0.87306229,"0.00803523606",NaN,20,60,0.39,151.34375,154.8125,3.46875,0.8719369086,"0.007991816312",NaN,20,60,0.39,151.375,154.8125,3.4375,0.8801408338,"0.007456856977"
20.5,61.5,0.42,151.78125,154.3125,2.53125,0.7397954429,"0.01436534743",NaN,20.5,61.5,0.33,151.53125,154.625,3.09375,0.8178746352,0.007832335533,NaN,20.5,61.5,0.27,150.875,155.21875,4.34375,0.9626352719,"0.001436771554",NaN,20.5,61.5,0.39,151.4375,154.6875,3.25,0.8411200825,"0.009066645586",NaN,20.5,61.5,0.36,151.375,154.75,3.375,0.8600732686,"0.007736828091",NaN,20.5,61.5,0.36,151.40625,154.75,3.34375,0.8650154613,"0.007501187368",NaN,20.5,61.5,0.36,151.34375,154.78125,3.4375,0.8680003788,"0.007360377285",NaN,20.5,61.5,0.36,151.375,154.8125,3.4375,0.8801408338,"0.006954623889"
21,63,0.39,151.71875,154.375,2.65625,0.7578418861,"0.01170998342",NaN,21,63,0.3,151.3125,154.8125,3.5,0.8699176724,0.005171607576,NaN,21,63,0.24,150.8125,155.28125,4.46875,0.9763879011,"0.00149229659",NaN,21,63,0.36,151.375,154.75,3.375,0.8571428571,"0.007424025213",NaN,21,63,0.33,151.375,154.78125,3.40625,0.8640459146,"0.006727880223",NaN,21,63,0.33,151.40625,154.78125,3.375,0.8690481893,"0.00667297762",NaN,21,63,0.33,151.3125,154.78125,3.46875,0.8719369086,"0.006630109784",NaN,21,63,0.33,151.375,154.78125,3.40625,0.8761310597,"0.006443816667"
21.5,64.5,0.36,151.5,154.625,3.125,0.8219949365,"0.007752443268",NaN,21.5,64.5,0.27,151.125,155,3.875,0.9153348228,0.002869681479,NaN,21.5,64.5,0.21,NaN,NaN,0,,"",NaN,21.5,64.5,0.33,151.28125,154.84375,3.5625,0.8806305719,"0.005648303217",NaN,21.5,64.5,0.3,151.3125,154.8125,3.5,0.8758557459,"0.005538571729",NaN,21.5,64.5,0.3,151.375,154.78125,3.40625,0.87306229,"0.005723438959",NaN,21.5,64.5,0.3,151.34375,154.8125,3.46875,0.8719369086,"0.005924099181",NaN,21.5,64.5,0.3,151.375,154.78125,3.40625,0.8761310597,"0.005752952639"
22,66,0.33,151.1875,154.9375,3.75,0.9004503378,"0.004272587448",NaN,22,66,0.24,150.9375,155.1875,4.25,0.9586025865,0.002250608963,NaN,22,66,0.18,150.78125,155.34375,4.5625,0.9865765725,"0",NaN,22,66,0.3,151.15625,154.9375,3.78125,0.9072647087,"0.003885989883",NaN,22,66,0.27,151.25,154.875,3.625,0.8913588211,"0.004379628199",NaN,22,66,0.27,151.3125,154.8125,3.5,0.8849953577,"0.004613744587",NaN,22,66,0.27,151.3125,154.8125,3.5,0.8758557459,"0.005092623305",NaN,22,66,0.27,151.375,154.8125,3.4375,0.8801408338,"0.005070662745"
22.5,67.5,0.3,151,155.125,4.125,0.9444002816,"0.001826161343",NaN,22.5,67.5,0.21,NaN,NaN,0,NaN,NaN,NaN,22.5,67.5,0.15,NaN,NaN,0,,"",NaN,22.5,67.5,0.27,151.0625,155.09375,4.03125,0.936776932,"0.002484148157",NaN,22.5,67.5,0.24,151.1875,154.9375,3.75,0.9065968278,"0.003221106575",NaN,22.5,67.5,0.24,151.25,154.875,3.625,0.9006602085,"0.003545731186",NaN,22.5,67.5,0.24,151.28125,154.84375,3.5625,0.8836412834,"0.004242345626",NaN,22.5,67.5,0.24,151.375,154.8125,3.4375,0.8801408338,"0.004353001403"
23,69,0.27,150.8125,155.3125,4.5,0.9863939238,"0",NaN,23,69,0.18,150.8125,155.3125,4.5,0.9863939238,0,NaN,23,69,0.12,150.78125,155.34375,4.5625,0.9865765725,"0",NaN,23,69,0.24,150.96875,155.15625,4.1875,0.954758936,"0.00157334197",NaN,23,69,0.21,151.09375,155.03125,3.9375,0.9289853059,"0.002208312767",NaN,23,69,0.21,151.1875,154.9375,3.75,0.9160572248,"0.002663609248",NaN,23,69,0.21,151.25,154.875,3.625,0.8913588211,"0.003405150364",NaN,23,69,0.21,151.34375,154.84375,3.5,0.8881060716,"0.003547629728"
23.5,70.5,0.24,NaN,NaN,0,,"",NaN,23.5,70.5,0.15,NaN,NaN,0,NaN,NaN,NaN,23.5,70.5,0.09,NaN,NaN,0,,"",NaN,23.5,70.5,0.21,150.90625,155.21875,4.3125,0.9689042833,"0.0008823273248",NaN,23.5,70.5,0.18,151.03125,155.09375,4.0625,0.9436158959,"0.001471124672",NaN,23.5,70.5,0.18,151.15625,155,3.84375,0.927437254,"0.001909109448",NaN,23.5,70.5,0.18,151.21875,154.9375,3.71875,0.9028114383,"0.002642107689",NaN,23.5,70.5,0.18,151.3125,154.875,3.5625,0.896000503,"0.002854052491"
24,72,0.21,150.78125,155.34375,4.5625,0.9932202608,"0",NaN,24,72,0.12,150.8125,155.3125,4.5,0.9863939238,0,NaN,24,72,0.06,150.78125,155.34375,4.5625,0.9865765725,"0",NaN,24,72,0.18,150.84375,155.28125,4.4375,0.9828460686,"0",NaN,24,72,0.15,150.96875,155.15625,4.1875,0.9580230786,"0.0009115675437",NaN,24,72,0.15,151.09375,155.0625,3.96875,0.9423968846,"0.001269267938",NaN,24,72,0.15,151.1875,154.96875,3.78125,0.9103664775,"0.001970913776",NaN,24,72,0.15,151.28125,154.875,3.59375,0.8999217493,"0.002220643632"
24.5,73.5,0.18,NaN,NaN,0,,"",NaN,24.5,73.5,0.09,NaN,NaN,0,NaN,NaN,NaN,24.5,73.5,0.03,NaN,NaN,0,,"",NaN,24.5,73.5,0.15,NaN,NaN,0,,"",NaN,24.5,73.5,0.12,150.9375,155.21875,4.28125,0.968687857,"0.0005155087429",NaN,24.5,73.5,0.12,151.03125,155.09375,4.0625,0.9534625892,"0.0008215467356",NaN,24.5,73.5,0.12,151.125,155,3.875,0.9215829146,"0.001376921059",NaN,24.5,73.5,0.12,151.28125,154.9375,3.65625,0.907713425,"0.001631073295"
25,75,0.15,150.78125,155.34375,4.5625,0.9932202608,"0",NaN,25,75,0.06,150.8125,155.3125,4.5,0.9863939238,0,NaN,25,75,0,150.78125,155.34375,4.5625,0.9865765725,"0",NaN,25,75,0.12,150.8125,155.3125,4.5,0.9897433186,"0",NaN,25,75,0.09,150.875,155.25,4.375,0.9792364932,"0.0002874423012",NaN,25,75,0.09,151,155.125,4.125,0.9607689228,"0.0005138543625",NaN,25,75,0.09,151.09375,155.03125,3.9375,0.9289853059,"0.0008967163131",NaN,25,75,0.09,151.25,154.9375,3.6875,0.9115842887,"0.001121406315"
25.5,76.5,0.12,NaN,NaN,0,,"",NaN,25.5,76.5,0.03,NaN,NaN,0,NaN,NaN,NaN,25.5,76.5,-0.03,NaN,NaN,0,,"",NaN,25.5,76.5,0.09,NaN,NaN,0,,"",NaN,25.5,76.5,0.06,150.875,155.25,4.375,0.9792364932,"0.0001724653807",NaN,25.5,76.5,0.06,151,155.15625,4.15625,0.9644013325,"0.0002720903451",NaN,25.5,76.5,0.06,151.0625,155.0625,4,0.9363291776,"0.0004966433437",NaN,25.5,76.5,0.06,151.21875,154.9375,3.71875,0.915438785,"0.0006475612131"
26,78,0.09,150.78125,155.34375,4.5625,0.9932202608,"0",NaN,26,78,0,150.8125,155.3125,4.5,0.9863939238,0,NaN,26,78,-0.06,150.78125,155.34375,4.5625,0.9865765725,"0",NaN,26,78,0.06,150.8125,155.3125,4.5,0.9897433186,"0",NaN,26,78,0.03,150.875,155.25,4.375,0.9792364932,"5.748846025e-05",NaN,26,78,0.03,150.96875,155.1875,4.21875,0.9716254134,"7.795083825e-05",NaN,26,78,0.03,151.0625,155.09375,4.03125,0.9399795976,"0.0001595180061",NaN,26,78,0.03,151.21875,154.96875,3.75,0.9192771196,"0.0002098144928"
26.5,79.5,0.06,NaN,NaN,0,,"",NaN,26.5,79.5,-0.03,NaN,NaN,0,NaN,NaN,NaN,26.5,79.5,-0.09,NaN,NaN,0,,"",NaN,26.5,79.5,0.03,NaN,NaN,0,,"",NaN,26.5,79.5,0,150.875,155.28125,4.40625,0.9827275435,"0",NaN,26.5,79.5,0,150.9375,155.1875,4.25,0.9752173866,"0",NaN,26.5,79.5,0,151.0625,155.09375,4.03125,0.9399795976,"0",NaN,26.5,79.5,0,151.1875,155,3.8125,0.9269061061,"0"
27,81,0.03,150.78125,155.34375,4.5625,0.9932202608,"0",NaN,27,81,-0.06,150.8125,155.3125,4.5,0.9863939238,0,NaN,27,81,-0.12,150.78125,155.34375,4.5625,0.9865765725,"0",NaN,27,81,0,150.8125,155.3125,4.5,0.9897433186,"0",NaN,27,81,-0.03,150.875,155.28125,4.40625,0.9827275435,"0",NaN,27,81,-0.03,150.96875,155.1875,4.21875,0.9716254134,"7.795083825e-05",NaN,27,81,-0.03,151.0625,155.09375,4.03125,0.9399795976,"0.0001595180061",NaN,27,81,-0.03,151.1875,155,3.8125,0.9269061061,"0.0001915619387"
27.5,82.5,0,NaN,NaN,0,,"0",NaN,27.5,82.5,-0.09,NaN,NaN,0,NaN,NaN,NaN,27.5,82.5,-0.15,NaN,NaN,0,,"",NaN,27.5,82.5,-0.03,NaN,NaN,0,,"",NaN,27.5,82.5,-0.06,150.875,155.25,4.375,0.9792364932,"0.0001629701107",NaN,27.5,82.5,-0.06,150.96875,155.1875,4.21875,0.9716254134,"0.0002338525148",NaN,27.5,82.5,-0.06,151.0625,155.0625,4,0.9363291776,"0.0004966433437",NaN,27.5,82.5,-0.06,151.21875,154.96875,3.75,0.9192771196,"0.0006111909242"
28,84,-0.03,150.78125,155.34375,4.5625,0.9932202608,"0",NaN,28,84,-0.12,150.8125,155.3125,4.5,0.9863939238,0,NaN,28,84,-0.18,150.78125,155.3125,4.53125,0.9831920803,"0",NaN,28,84,-0.06,150.8125,155.3125,4.5,0.9897433186,"0",NaN,28,84,-0.09,150.875,155.25,4.375,0.9792364932,"0.0002874423012",NaN,28,84,-0.09,151,155.15625,4.15625,0.9644013325,"0.0004471109367",NaN,28,84,-0.09,151.09375,155.03125,3.9375,0.9289853059,"0.0008967163131",NaN,28,84,-0.09,151.21875,154.9375,3.71875,0.915438785,"0.001076249066"
28.5,85.5,-0.06,NaN,NaN,0,,"",NaN,28.5,85.5,-0.15,NaN,NaN,0,NaN,NaN,NaN,28.5,85.5,-0.21,150.8125,155.28125,4.46875,0.9763879011,"0.0007366438185",NaN,28.5,85.5,-0.09,NaN,NaN,0,,"",NaN,28.5,85.5,-0.12,150.875,155.25,4.375,0.9792364932,"0.0004024192217",NaN,28.5,85.5,-0.12,151,155.125,4.125,0.9607689228,"0.0007174957345",NaN,28.5,85.5,-0.12,151.125,155,3.875,0.9215829146,"0.001376921059",NaN,28.5,85.5,-0.12,151.25,154.90625,3.65625,0.907713425,"0.00160403378"
29,87,-0.09,150.78125,155.34375,4.5625,0.9932202608,"0",NaN,29,87,-0.18,150.8125,155.3125,4.5,0.9863939238,0,NaN,29,87,-0.24,150.90625,155.1875,4.28125,0.9556847458,"0.001414263163",NaN,29,87,-0.12,150.84375,155.3125,4.46875,0.9863007227,"0",NaN,29,87,-0.15,150.9375,155.1875,4.25,0.9651460249,"0.0007055164815",NaN,29,87,-0.15,151.0625,155.0625,4,0.9460998336,"0.001147210433",NaN,29,87,-0.15,151.1875,154.96875,3.78125,0.9103664775,"0.001970913776",NaN,29,87,-0.15,151.28125,154.875,3.59375,0.8999217493,"0.002220643632"
29.5,88.5,-0.12,NaN,NaN,0,,"",NaN,29.5,88.5,-0.21,NaN,NaN,0,NaN,NaN,NaN,29.5,88.5,-0.27,151.03125,155.03125,4,0.9237604307,"0.00275011772",NaN,29.5,88.5,-0.15,150.875,155.25,4.375,0.9759000729,"0.0004853064097",NaN,29.5,88.5,-0.18,150.96875,155.15625,4.1875,0.9580230786,"0.001157791658",NaN,29.5,88.5,-0.18,151.125,155,3.875,0.9311996924,"0.001807792044",NaN,29.5,88.5,-0.18,151.21875,154.90625,3.6875,0.8990101101,"0.002693815568",NaN,29.5,88.5,-0.18,151.3125,154.84375,3.53125,0.8920620202,"0.00290670672"
30,90,-0.15,150.78125,155.34375,4.5625,0.9932202608,"0",NaN,30,90,-0.24,150.8125,155.3125,4.5,0.9863939238,0,NaN,30,90,-0.3,151.25,154.84375,3.59375,0.8755950358,"0.004872028416",NaN,30,90,-0.18,150.9375,155.1875,4.25,0.9618576132,"0.0009548832743",NaN,30,90,-0.21,151.0625,155.0625,4,0.9363291776,"0.001862167699",NaN,30,90,-0.21,151.1875,154.96875,3.78125,0.919866211,"0.002545785696",NaN,30,90,-0.21,151.25,154.875,3.625,0.8913588211,"0.003456858243",NaN,30,90,-0.21,151.34375,154.84375,3.5,0.8881060716,"0.003600283958"
