Constant parameters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disc name,C2,,All distances are in inches unless otherwise specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,93,-0.24,152.6875,151.25,-1.4375,-0.5881,-0.07534615878,,16,48,0.66,150.3125,153.6875,3.375,0.9011,0.02953505356,,16,48,0.66,150.0625,153.875,3.8125,0.9204,0.02605501315,,16,48,0.84,149.8125,154.1875,4.375,0.9860,0,,16,48,0.84,149.84375,154.125,4.28125,0.9754,0.008813749329,,16,48,0.84,149.90625,154.0625,4.15625,0.9610,0.01385513374,,16,48,0.84,150,154,4,0.9428,0.01930346474,,16,48,0.84,150.0000,154.0000,4.0000,0.9428,0.01789420154,,16,48,0.84,150.0000,153.9688,3.9688,0.9391,0.01888146898
32,96,-0.3,152.625,151.3125,-1.3125,-0.5620,-0.09188676522,,17,51,0.6,150.6875,153.3125,2.625,0.7947,0.04164133223,,17,51,0.6,150.5,153.5,3,0.8165,0.04054685343,,17,51,0.78,149.84375,154.15625,4.3125,0.9789,0.008562340219,,17,51,0.78,149.875,154.0625,4.1875,0.9647,0.01233111093,,17,51,0.78,150,154,4,0.9428,0.01743393721,,17,51,0.78,150.0625,153.875,3.8125,0.9204,0.02324808276,,17,51,0.78,150.0313,153.9375,3.9063,0.9317,0.0201512739,,17,51,0.78,150.0625,153.9375,3.8750,0.9280,0.02062325569
33,99,-0.36,152.625,151.34375,-1.28125,-0.5552,-0.1082302661,,18,54,0.54,151.125,152.875,1.75,0.6489,0.0458019013,,18,54,0.54,151.0625,152.875,1.8125,0.6346,0.04617995977,,18,54,0.72,149.9375,154.0625,4.125,0.9574,0.01344907233,,18,54,0.72,150,154,4,0.9428,0.0172129099,,18,54,0.72,150.0625,153.90625,3.84375,0.9242,0.02094819998,,18,54,0.72,150.1875,153.8125,3.625,0.8975,0.02543780218,,18,54,0.72,150.1250,153.8750,3.7500,0.9129,0.02223654424,,18,54,0.72,150.1250,153.8750,3.7500,0.9129,0.02223654424
34,102,-0.42,152.46875,151.5,-0.96875,-0.4828,-0.115269206,,19,57,0.48,151.5,152.5,1,0.4905,0.04026963847,,19,57,0.48,151.46875,152.5,1.03125,0.4787,0.03956657148,,19,57,0.66,150.03125,153.9375,3.90625,0.9317,0.01969507588,,19,57,0.66,150.125,153.875,3.75,0.9129,0.02167291946,,19,57,0.66,150.1875,153.8125,3.625,0.8975,0.02423112693,,19,57,0.66,150.25,153.75,3.5,0.8819,0.02640872612,,19,57,0.66,150.1875,153.8125,3.6250,0.8975,0.02321983633,,19,57,0.66,150.1875,153.8125,3.6250,0.8975,0.02287872756
35,105,-0.48,152.0625,151.875,-0.1875,-0.2124,-0.07997302118,,20,60,0.42,151.75,152.21875,0.46875,0.3358,0.02631918421,,20,60,0.42,151.75,152.1875,0.4375,0.3118,0.02404281254,,20,60,0.6,150.25,153.75,3.5,0.8819,0.02702870796,,20,60,0.6,150.25,153.75,3.5,0.8819,0.02563124887,,20,60,0.6,150.28125,153.6875,3.40625,0.8700,0.0257787309,,20,60,0.6,150.3125,153.65625,3.34375,0.8620,0.02730642639,,20,60,0.6,150.2500,153.7500,3.5000,0.8819,0.0235878279,,20,60,0.6,150.2188,153.7500,3.5313,0.8858,0.02234207255
36,108,-0.54,151.90625,152.0625,0.15625,0.1939,-0.007389831352,,21,63,0.36,151.9375,152.03125,0.09375,0.1502,-0.002846627606,,21,63,0.36,151.96875,152.03125,0.0625,0.1179,-0.007507163063,,21,63,0.54,150.5,153.5,3,0.8165,0.03242356664,,21,63,0.54,150.40625,153.5625,3.15625,0.8375,0.02836749935,,21,63,0.54,150.375,153.625,3.25,0.8498,0.02654585129,,21,63,0.54,150.40625,153.5625,3.15625,0.8375,0.02691858593,,21,63,0.54,150.3125,153.6875,3.3750,0.8660,0.02309669049,,21,63,0.54,150.2500,153.7188,3.4688,0.8780,0.02166774728
37,111,-0.6,151.28125,152.6875,1.40625,0.5817,0.04342905054,,22,66,0.3,152.0625,151.9375,-0.125,-0.1734,-0.02532374153,,22,66,0.3,152.0625,151.875,-0.1875,-0.2124,-0.02939129508,,22,66,0.48,150.75,153.25,2.5,0.7454,0.03448442449,,22,66,0.48,150.5625,153.4375,2.875,0.7993,0.02917377218,,22,66,0.48,150.5,153.5,3,0.8165,0.02646108439,,22,66,0.48,150.4375,153.5,3.0625,0.8250,0.02534964699,,22,66,0.48,150.3438,153.6250,3.2813,0.8539,0.02183922809,,22,66,0.48,150.3125,153.6563,3.3438,0.8620,0.02086543737
38,114,-0.66,150.3125,153.71875,3.40625,0.9053,0.03818660861,,23,69,0.24,152.125,151.875,-0.25,-0.2453,-0.02638004709,,23,69,0.24,152.125,151.84375,-0.28125,-0.2601,-0.02940900163,,23,69,0.42,150.9375,153,2.0625,0.6770,0.03323945533,,23,69,0.42,150.6875,153.25,2.5625,0.7546,0.02843296631,,23,69,0.42,150.5625,153.40625,2.84375,0.7949,0.02498478243,,23,69,0.42,150.5,153.4375,2.9375,0.8079,0.02369207419,,23,69,0.42,150.3750,153.5625,3.1875,0.8416,0.01997726318,,23,69,0.42,150.3750,153.6250,3.2500,0.8498,0.01876269782
39,117,-0.72,150.09375,153.875,3.78125,0.9538,0.01664458028,,24,72,0.18,152.15625,151.8125,-0.34375,-0.2876,-0.02184649703,,24,72,0.18,152.1875,151.75,-0.4375,-0.3244,-0.02429930184,,24,72,0.36,151.125,152.875,1.75,0.6236,0.02982458912,,24,72,0.36,150.8125,153.125,2.3125,0.7169,0.02603505263,,24,72,0.36,150.65625,153.3125,2.65625,0.7683,0.02281295116,,24,72,0.36,150.59375,153.375,2.78125,0.7862,0.02119706271,,24,72,0.36,150.4375,153.5625,3.1250,0.8333,0.01774461601,,24,72,0.36,150.3750,153.6250,3.2500,0.8498,0.01651368832
40,120,-0.78,150.0625,153.9375,3.875,0.9656,0.01086530602,,25,75,0.12,152.1875,151.78125,-0.40625,-0.3126,-0.01392404541,,25,75,0.12,152.1875,151.75,-0.4375,-0.3244,-0.0145795811,,25,75,0.3,151.25,152.6875,1.4375,0.5652,0.02520440099,,25,75,0.3,150.9375,153.03125,2.09375,0.6821,0.02254196015,,25,75,0.3,150.75,153.25,2.5,0.7454,0.0196235348,,25,75,0.3,150.625,153.34375,2.71875,0.7773,0.0179518466,,25,75,0.3,150.4688,153.5000,3.0313,0.8207,0.01509798368,,25,75,0.3,150.4375,153.5625,3.1250,0.8333,0.01426235704
41,123,-0.84,150.0625,153.9375,3.875,0.9656,0.01015086133,,26,78,0.06,152.1875,151.78125,-0.40625,-0.3126,-0.004641348471,,26,78,0.06,152.1875,151.75,-0.4375,-0.3244,-0.004859860368,,26,78,0.24,151.40625,152.5625,1.15625,0.5069,0.01976213788,,26,78,0.24,151.03125,152.9375,1.90625,0.6509,0.01819657778,,26,78,0.24,150.78125,153.1875,2.40625,0.7312,0.0157772354,,26,78,0.24,150.6875,153.3125,2.625,0.7638,0.01436515825,,26,78,0.24,150.5000,153.5000,3.0000,0.8165,0.01222094467,,26,78,0.24,150.4375,153.5313,3.0938,0.8292,0.01140027823
42,126,-0.9,150.0625,153.9375,3.875,0.9656,0.01090277699,,27,81,0,152.1875,151.78125,-0.40625,-0.3126,0,,27,81,0,152.1875,151.75,-0.4375,-0.3244,0,,27,81,0.18,151.5,152.5,1,0.4714,0.01400792269,,27,81,0.18,151.09375,152.875,1.78125,0.6292,0.01334081254,,27,81,0.18,150.8125,153.125,2.3125,0.7169,0.01166175812,,27,81,0.18,150.6875,153.28125,2.59375,0.7592,0.0104438799,,27,81,0.18,150.5625,153.4375,2.8750,0.7993,0.009071331728,,27,81,0.18,150.4688,153.5000,3.0313,0.8207,0.00831983805
43,129,-0.96,150.0625,153.9375,3.875,0.9656,0.01165469264,,28,84,-0.06,152.1875,151.78125,-0.40625,-0.3126,-0.004641348471,,28,84,-0.06,152.1875,151.75,-0.4375,-0.3244,-0.004859860368,,28,84,0.12,151.5625,152.40625,0.84375,0.4330,0.008285590281,,28,84,0.12,151.1875,152.8125,1.625,0.6009,0.008173360752,,28,84,0.12,150.875,153.0625,2.1875,0.6972,0.007184656894,,28,84,0.12,150.71875,153.25,2.53125,0.7500,0.006361725124,,28,84,0.12,150.5625,153.4375,2.8750,0.7993,0.005472074566,,28,84,0.12,150.4688,153.5000,3.0313,0.8207,0.005022471628
44,132,-1.02,150.0625,153.9375,3.875,0.9656,0.0124066083,,29,87,-0.12,152.1875,151.78125,-0.40625,-0.3126,-0.01392404541,,29,87,-0.12,152.1875,151.75,-0.4375,-0.3244,-0.0145795811,,29,87,0.06,151.625,152.375,0.75,0.4082,0.002732223796,,29,87,0.06,151.21875,152.75,1.53125,0.5833,0.002748893572,,29,87,0.06,150.90625,153.0625,2.15625,0.6922,0.002409561224,,29,87,0.06,150.71875,153.25,2.53125,0.7500,0.002120575041,,29,87,0.06,150.5625,153.4063,2.8438,0.7949,0.001843541875,,29,87,0.06,150.5000,153.5000,3.0000,0.8165,0.001694536409
45,135,-1.08,150.0625,153.9375,3.875,0.9656,0.01315852395,,30,90,-0.18,152.15625,151.8125,-0.34375,-0.2876,-0.02184649703,,30,90,-0.18,152.1875,151.75,-0.4375,-0.3244,-0.02429930184,,30,90,0,151.625,152.375,0.75,0.4082,0,,30,90,0,151.25,152.75,1.5,0.5774,0,,30,90,0,150.9375,153.0625,2.125,0.6872,0,,30,90,0,150.71875,153.25,2.53125,0.7500,0,,30,90,0,150.5938,153.4063,2.8125,0.7906,0,,30,90,0,150.5000,153.5000,3.0000,0.8165,0
46,138,-1.14,150.0625,153.9375,3.875,0.9656,0.01391043961,,31,93,-0.24,152.125,151.84375,-0.28125,-0.2601,-0.02739322061,,31,93,-0.24,152.1875,151.78125,-0.40625,-0.3126,-0.03314497499,,31,93,-0.06,151.625,152.375,0.75,0.4082,0.002732223796,,31,93,-0.06,151.25,152.75,1.5,0.5774,0.002759766527,,31,93,-0.06,150.9375,153.0625,2.125,0.6872,0.002431163495,,31,93,-0.06,150.6875,153.28125,2.59375,0.7592,0.002067576605,,31,93,-0.06,150.5625,153.4375,2.8750,0.7993,0.001814266346,,31,93,-0.06,150.5000,153.5000,3.0000,0.8165,0.001694536409
47,141,-1.2,150.0625,153.9375,3.875,0.9656,0.01466235526,,32,96,-0.3,152.0625,151.90625,-0.15625,-0.1939,-0.02791962668,,32,96,-0.3,152.15625,151.78125,-0.375,-0.3004,-0.04065337525,,32,96,-0.12,151.625,152.375,0.75,0.4082,0.008196671389,,32,96,-0.12,151.1875,152.8125,1.625,0.6009,0.008184233707,,32,96,-0.12,150.90625,153.09375,2.1875,0.6972,0.007206259165,,32,96,-0.12,150.65625,153.3125,2.65625,0.7683,0.006094239709,,32,96,-0.12,150.5625,153.4375,2.8750,0.7993,0.005442799037,,32,96,-0.12,150.5000,153.5000,3.0000,0.8165,0.005083609226
48,144,-1.26,150.0625,153.9375,3.875,0.9656,0.01541427091,,33,99,-0.36,152,152,0,0.0000,-0.01309020616,,33,99,-0.36,152.0625,151.875,-0.1875,-0.2124,-0.03956223083,,33,99,-0.18,151.53125,152.4375,0.90625,0.4488,0.01385767835,,33,99,-0.18,151.125,152.875,1.75,0.6236,0.01338835208,,33,99,-0.18,150.875,153.125,2.25,0.7071,0.01180206321,,33,99,-0.18,150.625,153.375,2.75,0.7817,0.009815827838,,33,99,-0.18,150.5313,153.4688,2.9375,0.8079,0.008893288252,,33,99,-0.18,150.4375,153.5625,3.1250,0.8333,0.008101461797
49,147,-1.32,150.0625,153.9375,3.875,0.9656,0.01616618657,,34,102,-0.42,151.78125,152.1875,0.40625,0.3126,0.01701296181,,34,102,-0.42,151.9375,152.0625,0.125,0.1734,-0.006125750201,,34,102,-0.24,151.4375,152.4375,1,0.4714,0.01966597237,,34,102,-0.24,151.0625,152.9375,1.875,0.6455,0.01831593545,,34,102,-0.24,150.8125,153.1875,2.375,0.7265,0.01601618713,,34,102,-0.24,150.5625,153.4375,2.875,0.7993,0.01304623012,,34,102,-0.24,150.4688,153.5000,3.0313,0.8207,0.011920626,,34,102,-0.24,150.4375,153.5625,3.1250,0.8333,0.01099557429
50,150,-1.38,150.0625,153.9375,3.875,0.9656,0.01691810222,,35,105,-0.48,151.4375,152.53125,1.09375,0.5130,0.0396171636,,35,105,-0.48,151.5625,152.4375,0.875,0.4588,0.03381462013,,35,105,-0.3,151.3125,152.65625,1.34375,0.5465,0.02528788214,,35,105,-0.3,151,153.0625,2.0625,0.6770,0.02271754021,,35,105,-0.3,150.71875,153.25,2.53125,0.7500,0.0195920948,,35,105,-0.3,150.5,153.5,3,0.8165,0.01572974743,,35,105,-0.3,150.4375,153.5625,3.1250,0.8333,0.01450985207,,35,105,-0.3,150.3750,153.5938,3.2188,0.8457,0.01366070467
51,153,-1.44,150,154,4,0.9810,0,,36,108,-0.54,151.28125,152.71875,1.4375,0.5881,0.04726102009,,36,108,-0.54,151.375,152.5625,1.1875,0.5345,0.0477917107,,36,108,-0.36,151.1875,152.8125,1.625,0.6009,0.03028854207,,36,108,-0.36,150.8125,153.125,2.3125,0.7169,0.02613881456,,36,108,-0.36,150.625,153.375,2.75,0.7817,0.02218120467,,36,108,-0.36,150.4375,153.5625,3.125,0.8333,0.01789746,,36,108,-0.36,150.4063,153.5938,3.1875,0.8416,0.01689896897,,36,108,-0.36,150.3750,153.6250,3.2500,0.8498,0.01603722604
52,156,-1.5,150,154,4,0.9810,0,,37,111,-0.6,150.8125,153.1875,2.375,0.7559,0.04552331906,,37,111,-0.6,150.84375,153.125,2.28125,0.7409,0.04703879694,,37,111,-0.42,151,153,2,0.6667,0.0338663204,,37,111,-0.42,150.6875,153.28125,2.59375,0.7592,0.02824636113,,37,111,-0.42,150.53125,153.4375,2.90625,0.8036,0.02407139604,,37,111,-0.42,150.34375,153.625,3.28125,0.8539,0.01930067797,,37,111,-0.42,150.3750,153.6563,3.2813,0.8539,0.01892088735,,37,111,-0.42,150.3125,153.6875,3.3750,0.8660,0.0178452215
53,159,-1.56,150,154,4,0.9810,0,,38,114,-0.66,150.3125,153.6875,3.375,0.9011,0.03195080221,,38,114,-0.66,150.1875,153.78125,3.59375,0.9299,0.02982581623,,38,114,-0.48,150.75,153.25,2.5,0.7454,0.03476565782,,38,114,-0.48,150.53125,153.4375,2.90625,0.8036,0.0287508266,,38,114,-0.48,150.40625,153.59375,3.1875,0.8416,0.02455304968,,38,114,-0.48,150.25,153.75,3.5,0.8819,0.01929820424,,38,114,-0.48,150.2813,153.7188,3.4375,0.8740,0.01983918577,,38,114,-0.48,150.2500,153.7500,3.5000,0.8819,0.01860781904
54,162,-1.62,150,154,4,0.9810,0,,39,117,-0.72,150.125,153.9375,3.8125,0.9578,0.01657554339,,39,117,-0.72,149.9375,154.0625,4.125,0.9962,0,,39,117,-0.54,150.5,153.4375,2.9375,0.8079,0.03296700564,,39,117,-0.54,150.375,153.625,3.25,0.8498,0.02726735039,,39,117,-0.54,150.25,153.75,3.5,0.8819,0.02266007537,,39,117,-0.54,150.1875,153.8125,3.625,0.8975,0.01878390463,,39,117,-0.54,150.2500,153.7500,3.5000,0.8819,0.02056337802,,39,117,-0.54,150.1875,153.8125,3.6250,0.8975,0.01878390463
55,165,-1.68,150,154,4,0.9810,0,,40,120,-0.78,150.03125,153.96875,3.9375,0.9733,0.009308066376,,40,120,-0.78,149.84375,154.15625,4.3125,1.0186,0,,40,120,-0.6,150.3125,153.6875,3.375,0.8660,0.0289164307,,40,120,-0.6,150.25,153.75,3.5,0.8819,0.02476744031,,40,120,-0.6,150.1875,153.8125,3.625,0.8975,0.02100187048,,40,120,-0.6,150.125,153.875,3.75,0.9129,0.01835709057,,40,120,-0.6,150.1875,153.8125,3.6250,0.8975,0.02100187048,,40,120,-0.6,150.1563,153.8438,3.6875,0.9052,0.01906391129
56,168,-1.74,150,154,4,0.9810,0,,41,123,-0.84,150.03125,153.96875,3.9375,0.9733,0.007927250729,,41,123,-0.84,149.84375,154.15625,4.3125,1.0186,0,,41,123,-0.66,150.0625,153.875,3.8125,0.9204,0.02223181309,,41,123,-0.66,150.09375,153.90625,3.8125,0.9204,0.02088752935,,41,123,-0.66,150.09375,153.90625,3.8125,0.9204,0.01951142729,,41,123,-0.66,150.03125,153.96875,3.9375,0.9354,0.01651146197,,41,123,-0.66,150.0938,153.9063,3.8125,0.9204,0.01951142729,,41,123,-0.66,150.0938,153.9063,3.8125,0.9204,0.01881195995
57,171,-1.8,150,154,4,0.9810,0,,42,126,-0.9,150.03125,153.96875,3.9375,0.9733,0.008514454486,,42,126,-0.9,149.8125,154.15625,4.34375,1.0223,0,,42,126,-0.72,149.9375,154.0625,4.125,0.9574,0.0146415258,,42,126,-0.72,149.96875,154,4.03125,0.9465,0.01598389389,,42,126,-0.72,150,154,4,0.9428,0.01642751979,,42,126,-0.72,149.96875,154.03125,4.0625,0.9501,0.01394466093,,42,126,-0.72,150.0313,153.9688,3.9375,0.9354,0.01730889103,,42,126,-0.72,150.0625,153.9375,3.8750,0.9280,0.01818226521
58,174,-1.86,150,154,4,0.9810,0,,43,129,-0.96,150.03125,153.96875,3.9375,0.9733,0.009101658244,,43,129,-0.96,149.8125,154.1875,4.375,1.0260,0,,43,129,-0.78,149.875,154.125,4.25,0.9718,0.009557591413,,43,129,-0.78,149.90625,154.125,4.21875,0.9682,0.01139469868,,43,129,-0.78,149.9375,154.0625,4.125,0.9574,0.01331073719,,43,129,-0.78,149.90625,154.0625,4.15625,0.9610,0.01193274098,,43,129,-0.78,150.0000,154.0000,4.0000,0.9428,0.01612693525,,43,129,-0.78,150.0000,154.0000,4.0000,0.9428,0.01700030943
59,177,-1.92,150,154,4,0.9810,0,,44,132,-1.02,150.03125,153.96875,3.9375,0.9733,0.009688862002,,44,132,-1.02,149.8125,154.1875,4.375,1.0260,0,,44,132,-0.84,149.84375,154.1875,4.34375,0.9825,0,,44,132,-0.84,149.875,154.15625,4.28125,0.9754,0.008320962969,,44,132,-0.84,149.875,154.125,4.25,0.9718,0.0103282515,,44,132,-0.84,149.875,154.125,4.25,0.9718,0.009839436888,,44,132,-0.84,149.9375,154.0625,4.1250,0.9574,0.01438154948,,44,132,-0.84,149.9375,154.0625,4.1250,0.9574,0.01438154948
60,180,-1.98,150,154,4,0.9810,0,,45,135,-1.08,150.03125,153.96875,3.9375,0.9733,0.01027606576,,45,135,-1.08,149.8125,154.1875,4.375,1.0260,0,,45,135,-0.9,149.8125,154.1875,4.375,0.9860,0,,45,135,-0.9,149.8125,154.1875,4.375,0.9860,0,,45,135,-0.9,149.875,154.15625,4.28125,0.9754,0.00840735909,,45,135,-0.9,149.84375,154.15625,4.3125,0.9789,0.007832073665,,45,135,-0.9,149.8750,154.1250,4.2500,0.9718,0.01109891159,,45,135,-0.9,149.9375,154.0625,4.1250,0.9574,0.01336870212
,,,,,,,0,,46,138,-1.14,150.03125,153.96875,3.9375,0.9733,0.01086326952,,46,138,-1.14,149.8125,154.1875,4.375,1.0260,0,,46,138,-0.96,149.8125,154.1875,4.375,0.9860,0,,46,138,-0.96,149.8125,154.1875,4.375,0.9860,0,,46,138,-0.96,149.84375,154.1875,4.34375,0.9825,0,,46,138,-0.96,149.8125,154.1875,4.375,0.9860,0,,46,138,-0.96,149.875,154.125,4.25,0.9718,0.009599781146,,46,138,-0.96,149.875,154.125,4.25,0.9718,0.01186957168
,,,,,,,0,,47,141,-1.2,150.03125,153.96875,3.9375,0.9733,0.01145047327,,47,141,-1.2,149.8125,154.1875,4.375,1.0260,0,,47,141,-1.02,149.8125,154.1875,4.375,0.9860,0,,47,141,-1.02,149.8125,154.1875,4.375,0.9860,0,,47,141,-1.02,149.8125,154.1875,4.375,0.9860,0,,47,141,-1.02,149.8125,154.1875,4.375,0.9860,0,,47,141,-1.02,149.84375,154.15625,4.3125,0.9789,0.008917639535,,47,141,-1.02,149.875,154.125,4.25,0.9718,0.01021912187
,,,,,,,0,,48,144,-1.26,150,154,4,0.9810,0,,48,144,-1.26,149.8125,154.1875,4.375,1.0260,0,,48,144,-1.08,149.78125,154.21875,4.4375,0.9930,0,,48,144,-1.08,149.8125,154.1875,4.375,0.9860,0,,48,144,-1.08,149.8125,154.1875,4.375,0.9860,0,,48,144,-1.08,149.8125,154.1875,4.375,0.9860,0,,48,144,-1.08,149.84375,154.1875,4.34375,0.9825,0,,48,144,-1.08,149.84375,154.15625,4.3125,0.9789,0.00946042247
,,,,,,,0,,49,147,-1.32,150,154,4,0.9810,0,,49,147,-1.32,149.8125,154.1875,4.375,1.0260,0,,49,147,-1.14,149.78125,154.21875,4.4375,0.9930,0,,49,147,-1.14,149.8125,154.1875,4.375,0.9860,0,,49,147,-1.14,149.8125,154.1875,4.375,0.9860,0,,49,147,-1.14,149.8125,154.1875,4.375,0.9860,0,,49,147,-1.14,149.8125,154.1875,4.375,0.9860,0,,49,147,-1.14,149.84375,154.15625,4.3125,0.9789,0.00862516529
,,,,,,,0,,50,150,-1.38,150,154,4,0.9810,0,,50,150,-1.38,149.8125,154.1875,4.375,1.0260,0,,50,150,-1.2,149.78125,154.21875,4.4375,0.9930,0,,50,150,-1.2,149.8125,154.1875,4.375,0.9860,0,,50,150,-1.2,149.8125,154.21875,4.40625,0.9895,0,,50,150,-1.2,149.8125,154.1875,4.375,0.9860,0,,50,150,-1.2,149.8125,154.1875,4.375,0.9860,0,,50,150,-1.2,149.84375,154.1875,4.34375,0.9825,0
,,,,,,,0,,51,153,-1.44,150,154,4,0.9810,0,,51,153,-1.44,149.8125,154.1875,4.375,1.0260,0,,51,153,-1.26,149.78125,154.21875,4.4375,0.9930,0,,51,153,-1.26,149.8125,154.1875,4.375,0.9860,0,,51,153,-1.26,149.8125,154.21875,4.40625,0.9895,0,,51,153,-1.26,149.78125,154.1875,4.40625,0.9895,0,,51,153,-1.26,149.8125,154.21875,4.40625,0.9895,0,,51,153,-1.26,149.8125,154.1875,4.375,0.9860,0
,,,,,,,0,,52,156,-1.5,150,154,4,0.9810,0,,52,156,-1.5,149.8125,154.1875,4.375,1.0260,0,,52,156,-1.32,149.78125,154.21875,4.4375,0.9930,0,,52,156,-1.32,149.8125,154.1875,4.375,0.9860,0,,52,156,-1.32,149.8125,154.21875,4.40625,0.9895,0,,52,156,-1.32,149.78125,154.21875,4.4375,0.9930,0,,52,156,-1.32,149.8125,154.21875,4.40625,0.9895,0,,52,156,-1.32,149.8125,154.1875,4.375,0.9860,0
,,,,,,,0,,53,159,-1.56,150,154,4,0.9810,0,,53,159,-1.56,149.8125,154.1875,4.375,1.0260,0,,53,159,-1.38,149.78125,154.21875,4.4375,0.9930,0,,53,159,-1.38,149.8125,154.1875,4.375,0.9860,0,,53,159,-1.38,149.8125,154.21875,4.40625,0.9895,0,,53,159,-1.38,149.78125,154.21875,4.4375,0.9930,0,,53,159,-1.38,149.8125,154.21875,4.40625,0.9895,0,,53,159,-1.38,149.8125,154.1875,4.375,0.9860,0
,,,,,,,0,,54,162,-1.62,149.96875,154.03125,4.0625,0.9887,0,,54,162,-1.62,149.8125,154.1875,4.375,1.0260,0,,54,162,-1.44,149.78125,154.21875,4.4375,0.9930,0,,54,162,-1.44,149.8125,154.1875,4.375,0.9860,0,,54,162,-1.44,149.8125,154.21875,4.40625,0.9895,0,,54,162,-1.44,149.78125,154.21875,4.4375,0.9930,0,,54,162,-1.44,149.8125,154.21875,4.40625,0.9895,0,,54,162,-1.44,149.8125,154.1875,4.375,0.9860,0
,,,,,,,0,,55,165,-1.68,149.96875,154.03125,4.0625,0.9887,0,,55,165,-1.68,,,0,,,,55,165,-1.5,149.78125,154.21875,4.4375,0.9930,0,,55,165,-1.5,149.8125,154.1875,4.375,0.9860,0,,55,165,-1.5,149.78125,154.21875,4.4375,0.9930,0,,55,165,-1.5,149.78125,154.21875,4.4375,0.9930,0,,55,165,-1.5,149.8125,154.21875,4.40625,0.9895,0,,55,165,-1.5,149.8125,154.1875,4.375,0.9860,0
,,,,,,,0,,56,168,-1.74,149.96875,154.03125,4.0625,0.9887,0,,56,168,-1.74,,,0,,,,56,168,-1.56,149.78125,154.21875,4.4375,0.9930,0,,56,168,-1.56,149.78125,154.21875,4.4375,0.9930,0,,56,168,-1.56,149.78125,154.21875,4.4375,0.9930,0,,56,168,-1.56,149.78125,154.21875,4.4375,0.9930,0,,56,168,-1.56,149.8125,154.21875,4.40625,0.9895,0,,56,168,-1.56,149.8125,154.21875,4.40625,0.9895,0
,,,,,,,0,,57,171,-1.8,149.96875,154.03125,4.0625,0.9887,0,,57,171,-1.8,,,0,,,,57,171,-1.62,149.78125,154.21875,4.4375,0.9930,0,,57,171,-1.62,149.78125,154.21875,4.4375,0.9930,0,,57,171,-1.62,149.78125,154.21875,4.4375,0.9930,0,,57,171,-1.62,149.78125,154.21875,4.4375,0.9930,0,,57,171,-1.62,149.8125,154.21875,4.40625,0.9895,0,,57,171,-1.62,149.8125,154.21875,4.40625,0.9895,0
,,,,,,,0,,58,174,-1.86,149.96875,154.03125,4.0625,0.9887,0,,58,174,-1.86,,,0,,,,58,174,-1.68,149.78125,154.21875,4.4375,0.9930,0,,58,174,-1.68,149.78125,154.21875,4.4375,0.9930,0,,58,174,-1.68,149.78125,154.21875,4.4375,0.9930,0,,58,174,-1.68,149.78125,154.21875,4.4375,0.9930,0,,58,174,-1.68,149.8125,154.21875,4.40625,0.9895,0,,58,174,-1.68,149.8125,154.21875,4.40625,0.9895,0
,,,,,,,0,,59,177,-1.92,149.96875,154.03125,4.0625,0.9887,0,,59,177,-1.92,,,0,,,,59,177,-1.74,149.78125,154.21875,4.4375,0.9930,0,,59,177,-1.74,149.78125,154.21875,4.4375,0.9930,0,,59,177,-1.74,149.78125,154.21875,4.4375,0.9930,0,,59,177,-1.74,149.78125,154.21875,4.4375,0.9930,0,,59,177,-1.74,149.8125,154.21875,4.40625,0.9895,0,,59,177,-1.74,149.8125,154.21875,4.40625,0.9895,0
,,,,,,,0,,60,180,-1.98,149.96875,154.03125,4.0625,0.9887,0,,60,180,-1.98,,,0,,,,60,180,-1.8,149.78125,154.21875,4.4375,0.9930,0,,60,180,-1.8,149.78125,154.21875,4.4375,0.9930,0,,60,180,-1.8,149.78125,154.21875,4.4375,0.9930,0,,60,180,-1.8,149.78125,154.21875,4.4375,0.9930,0,,60,180,-1.8,149.8125,154.21875,4.40625,0.9895,0,,60,180,-1.8,149.8125,154.21875,4.40625,0.9895,0
,,,,,,,0,,61,183,-2.04,149.96875,154.03125,4.0625,0.9887,0,,,0,1.62,,,,,,,,0,1.8,,,,,,,,0,45.72,,,,,,,,0,1.8,,,,,,,,0,1.8,,,,,,,,0,1.8,,,,,,,,0,1.8,,,,,
,,,,,,,0,,62,186,-2.1,149.96875,154.03125,4.0625,0.9887,0,,,0,1.62,,,,,,,,0,1.8,,,,,,,,0,45.72,,,,,,,,0,1.8,,,,,,,,0,1.8,,,,,,,,0,1.8,,,,,,,,0,1.8,,,,,
,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0
,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0
,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0
